customer_id,first_name,last_name,age,gender,city,account_type,account_balance,date_of_account_opening,last_txn_date,txn_count,ref_date,days_since_last_txn,is_dormant,account_age_days,age_group
1203,Barbara,Robinson,33,F,Colorado Springs,Savings,3351.75,2006-02-02,2023-09-07,1,2023-12-31,115,1,6541,26-35
1204,Sandra,Hall,22,F,Las Vegas,Current,5125.37,2020-02-19,2023-11-15,1,2023-12-31,46,0,1411,<25
1205,Richard,Jackson,63,OTHER,Chicago,Current,2104.55,2014-08-08,2023-08-01,1,2023-12-31,152,1,3432,60+
1206,Michelle,Thompson,35,M,Baltimore,Savings,1350.43,2016-10-16,2023-10-16,1,2023-12-31,76,0,2632,26-35
1207,Karen,King,58,F,San Jose,Current,8453.64,2013-04-07,2023-10-28,1,2023-12-31,64,0,3920,46-60
1208,Matthew,Gonzalez,51,F,Denver,Savings,7771.06,2013-06-05,2023-01-06,1,2023-12-31,359,1,3861,46-60
1209,Steven,Nelson,61,F,San Antonio,Current,9327.36,2013-05-30,2023-02-06,1,2023-12-31,328,1,3867,60+
1210,Timothy,Lewis,42,M,Dallas,Savings,5906.86,2006-10-31,2023-06-30,1,2023-12-31,184,1,6270,36-45
1211,Michelle,Scott,59,OTHER,Denver,Savings,4260.63,2022-11-17,2023-09-15,1,2023-12-31,107,1,409,46-60
1212,Kevin,Perez,51,OTHER,Omaha,Savings,1119.91,2006-10-19,2023-04-16,1,2023-12-31,259,1,6282,46-60
1213,Barbara,Campbell,32,F,Washington,Savings,8519.63,2009-11-10,2023-08-10,1,2023-12-31,143,1,5164,26-35
1214,Amanda,Scott,21,OTHER,Seattle,Savings,4616.97,2009-02-09,2023-11-09,1,2023-12-31,52,0,5438,<25
1215,Margaret,Rodriguez,68,F,El Paso,Current,5655.22,2005-06-23,2023-12-14,1,2023-12-31,17,0,6765,60+
1216,Deborah,Hill,21,F,Los Angeles,Current,3203.88,2014-05-22,2023-12-18,1,2023-12-31,13,0,3510,<25
1217,Patricia,Jackson,42,M,Austin,Savings,5286.34,2012-07-08,2023-04-27,1,2023-12-31,248,1,4193,36-45
1218,Robert,Nguyen,58,F,Milwaukee,Current,7839.35,2018-11-18,2023-06-28,1,2023-12-31,186,1,1869,46-60
1219,Paul,Garcia,30,F,Tucson,Current,7151.37,2014-04-30,2023-04-01,1,2023-12-31,274,1,3532,26-35
1220,Linda,Campbell,59,M,Columbus,Savings,9890.33,2006-06-22,2023-05-30,1,2023-12-31,215,1,6401,46-60
1221,Carol,Anderson,63,M,Indianapolis,Savings,5006.92,2022-03-29,2023-12-01,1,2023-12-31,30,0,642,60+
1222,Ronald,Martin,42,OTHER,Austin,Savings,5344.03,2015-12-16,2023-06-20,1,2023-12-31,194,1,2937,36-45
1223,Betty,Rodriguez,20,M,Tucson,Savings,621.99,2003-04-25,2023-10-21,1,2023-12-31,71,0,7555,<25
1224,Donald,Young,52,F,San Antonio,Savings,3954.89,2018-09-29,2023-07-11,1,2023-12-31,173,1,1919,46-60
1225,David,Brown,69,M,Milwaukee,Current,9228.83,2004-12-03,2023-02-06,1,2023-12-31,328,1,6967,60+
1226,Mark,Roberts,65,M,Columbus,Current,3569.71,2001-06-30,2023-04-10,1,2023-12-31,265,1,8219,60+
1227,Susan,Moore,26,OTHER,Louisville,Current,7684.51,2022-07-17,2023-10-21,1,2023-12-31,71,0,532,26-35
1228,Michelle,Jones,31,M,Indianapolis,Savings,9778.23,2004-10-14,2023-11-23,1,2023-12-31,38,0,7017,26-35
1229,Kenneth,Martin,39,F,Denver,Current,1355.8,2020-05-27,2023-01-31,1,2023-12-31,334,1,1313,36-45
1230,Lisa,Thompson,65,F,San Francisco,Savings,3406.53,2017-08-16,2023-10-27,1,2023-12-31,65,0,2328,60+
1231,William,Hernandez,26,F,Detroit,Savings,4796.3,2018-12-05,2023-04-04,1,2023-12-31,271,1,1852,26-35
1232,Daniel,Torres,41,M,Philadelphia,Savings,2450.01,2004-04-09,2023-09-27,1,2023-12-31,95,1,7205,36-45
1233,James,Perez,40,M,Dallas,Savings,223.12,2010-05-05,2023-04-08,1,2023-12-31,267,1,4988,36-45
1234,Melissa,Brown,54,F,San Francisco,Current,4739.18,2016-12-24,2023-02-21,1,2023-12-31,313,1,2563,46-60
1235,Paul,Lewis,62,M,Milwaukee,Savings,5412.5,2021-04-25,2023-12-09,1,2023-12-31,22,0,980,60+
1236,Charles,Baker,32,OTHER,Fort Worth,Current,6291.8,2007-01-10,2023-10-25,1,2023-12-31,67,0,6199,26-35
1237,Sandra,King,53,OTHER,El Paso,Savings,8289.43,2021-07-05,2023-12-16,1,2023-12-31,15,0,909,46-60
1238,Melissa,Gonzalez,31,OTHER,Phoenix,Current,2605.12,2019-03-21,2023-01-07,1,2023-12-31,358,1,1746,26-35
1239,Margaret,Adams,69,OTHER,Mesa,Current,704.26,2004-11-02,2023-09-03,1,2023-12-31,119,1,6998,60+
1240,Daniel,Rodriguez,37,F,Mesa,Savings,989.37,2003-08-13,2023-01-18,1,2023-12-31,347,1,7445,36-45
1241,James,Adams,56,M,Chicago,Current,5024.35,2010-10-19,2023-07-04,1,2023-12-31,180,1,4821,46-60
1242,Michelle,Walker,53,OTHER,Las Vegas,Current,9230.14,2014-10-25,2023-08-18,1,2023-12-31,135,1,3354,46-60
1243,Joseph,Miller,44,F,San Francisco,Savings,9823.89,2019-07-31,2023-07-21,1,2023-12-31,163,1,1614,36-45
1244,Charles,Brown,34,OTHER,Colorado Springs,Current,2130.01,2016-03-05,2023-02-13,1,2023-12-31,321,1,2857,26-35
1245,Timothy,Jackson,43,M,Detroit,Current,1604.48,2012-11-05,2023-04-08,1,2023-12-31,267,1,4073,36-45
1246,David,Adams,58,OTHER,Houston,Current,3599.37,2017-06-02,2023-03-04,1,2023-12-31,302,1,2403,46-60
1247,David,Robinson,21,OTHER,Fort Worth,Savings,4692.51,2019-04-15,2023-06-09,1,2023-12-31,205,1,1721,<25
1248,Elizabeth,Walker,20,OTHER,New York,Savings,8099.85,2016-06-09,2023-12-17,1,2023-12-31,14,0,2761,<25
1249,Sandra,Wright,36,OTHER,Nashville,Current,7768.61,2010-06-07,2023-05-23,1,2023-12-31,222,1,4955,36-45
1250,Kenneth,Lee,58,M,Denver,Current,9234.39,2016-09-14,2023-01-02,1,2023-12-31,363,1,2664,46-60
1251,Andrew,Walker,57,F,Nashville,Current,8595.2,2002-04-06,2023-05-31,1,2023-12-31,214,1,7939,46-60
1252,Matthew,Jackson,56,OTHER,Seattle,Current,4444.05,2010-12-17,2023-01-23,1,2023-12-31,342,1,4762,46-60
1253,Sandra,Walker,24,F,Chicago,Savings,288.33,2012-08-02,2023-08-15,1,2023-12-31,138,1,4168,<25
1254,William,Young,53,M,Albuquerque,Current,2442.24,2021-01-06,2023-12-13,1,2023-12-31,18,0,1089,46-60
1255,Donna,Johnson,36,M,Jacksonville,Current,6139.54,2008-07-27,2023-10-09,1,2023-12-31,83,0,5635,36-45
1256,Mary,Martinez,29,OTHER,Omaha,Current,5064.79,2002-12-16,2023-08-29,1,2023-12-31,124,1,7685,26-35
1257,John,Johnson,37,F,Charlotte,Savings,2477.59,2008-07-05,2023-05-21,1,2023-12-31,224,1,5657,36-45
1258,Karen,Johnson,55,OTHER,Phoenix,Current,1402.83,2010-04-27,2023-06-17,1,2023-12-31,197,1,4996,46-60
1259,Anthony,White,29,M,Houston,Current,2238.52,2013-05-27,2023-04-26,1,2023-12-31,249,1,3870,26-35
1260,Kimberly,Taylor,46,OTHER,Louisville,Savings,2671.47,2009-09-04,2023-01-10,1,2023-12-31,355,1,5231,46-60
1261,Anthony,Young,47,OTHER,Houston,Current,8686.18,2021-07-17,2023-06-16,1,2023-12-31,198,1,897,46-60
1262,Thomas,Thomas,37,F,Charlotte,Current,7131.59,2005-07-20,2023-03-31,1,2023-12-31,275,1,6738,36-45
1263,Kevin,Thomas,21,M,San Francisco,Current,5568.09,2010-02-09,2023-12-04,1,2023-12-31,27,0,5073,<25
1264,Amanda,Rivera,19,OTHER,Chicago,Savings,307.32,2016-07-01,2023-12-21,1,2023-12-31,10,0,2739,<25
1265,Nancy,Hill,64,OTHER,Jacksonville,Savings,8229.84,2007-04-14,2023-04-21,1,2023-12-31,254,1,6105,60+
1266,Matthew,Walker,47,OTHER,El Paso,Current,5569.39,2017-03-21,2023-06-29,1,2023-12-31,185,1,2476,46-60
1267,John,Nelson,40,F,Seattle,Current,6310.67,2006-03-02,2023-07-03,1,2023-12-31,181,1,6513,36-45
1268,Jennifer,White,23,M,New York,Savings,749.9,2005-07-19,2023-09-21,1,2023-12-31,101,1,6739,<25
1269,Nancy,Smith,35,OTHER,Sacramento,Savings,8167.02,2003-06-08,2023-06-30,1,2023-12-31,184,1,7511,26-35
1270,Steven,Hernandez,39,OTHER,Milwaukee,Current,8337.08,2020-08-08,2023-01-13,1,2023-12-31,352,1,1240,36-45
1271,Ronald,Lee,54,OTHER,New York,Current,8845.09,2018-07-12,2023-06-23,1,2023-12-31,191,1,1998,46-60
1272,Mark,Brown,21,M,Chicago,Current,5328.09,2013-03-18,2023-03-27,1,2023-12-31,279,1,3940,<25
1273,Kevin,Miller,60,F,Chicago,Savings,4001.04,2000-12-21,2023-02-05,1,2023-12-31,329,1,8410,46-60
1274,Lisa,Sanchez,28,F,Atlanta,Savings,823.16,2017-03-30,2023-06-20,1,2023-12-31,194,1,2467,26-35
1275,Sandra,Campbell,58,OTHER,Denver,Savings,2019.46,2007-07-02,2023-04-04,1,2023-12-31,271,1,6026,46-60
1276,Betty,Roberts,52,OTHER,Memphis,Savings,2333.13,2008-08-14,2023-03-04,1,2023-12-31,302,1,5617,46-60
1277,Stephanie,Lopez,28,F,Boston,Savings,720.63,2010-10-05,2023-12-31,1,2023-12-31,0,0,4835,26-35
1278,Charles,Walker,51,F,Tucson,Current,1628.31,2020-12-09,2023-03-09,1,2023-12-31,297,1,1117,46-60
1279,Ronald,Taylor,26,F,Mesa,Current,8879.35,2013-01-18,2023-05-21,1,2023-12-31,224,1,3999,26-35
1280,John,Allen,48,OTHER,Memphis,Current,5499.49,2014-05-25,2023-05-14,1,2023-12-31,231,1,3507,46-60
1281,Thomas,Hernandez,59,OTHER,Detroit,Savings,7668.46,2012-04-23,2023-05-26,1,2023-12-31,219,1,4269,46-60
1282,Sarah,Ramirez,49,F,Houston,Current,2822.74,2017-02-17,2023-09-21,1,2023-12-31,101,1,2508,46-60
1283,Kenneth,Young,60,F,Columbus,Savings,1432.52,2022-02-21,2023-06-18,1,2023-12-31,196,1,678,46-60
1284,Ronald,Smith,52,M,Portland,Savings,3795.21,2016-09-16,2023-11-13,1,2023-12-31,48,0,2662,46-60
1285,Sarah,Campbell,66,OTHER,Tucson,Current,7950.55,2014-01-19,2023-08-01,1,2023-12-31,152,1,3633,60+
1286,Lisa,Ramirez,28,M,Washington,Current,3043.58,2022-02-19,2023-02-25,1,2023-12-31,309,1,680,26-35
1287,Betty,Adams,34,F,Chicago,Current,2124.9,2019-09-06,2023-05-02,1,2023-12-31,243,1,1577,26-35
1288,Michelle,Miller,68,OTHER,El Paso,Current,321.73,2011-10-20,2023-12-18,1,2023-12-31,13,0,4455,60+
1289,Ronald,Johnson,53,OTHER,Nashville,Current,6277.71,2014-05-30,2023-08-22,1,2023-12-31,131,1,3502,46-60
1290,John,Adams,19,M,El Paso,Savings,4414.64,2006-12-12,2023-12-27,1,2023-12-31,4,0,6228,<25
1291,James,White,41,M,Houston,Savings,2661.69,2013-09-07,2023-06-09,1,2023-12-31,205,1,3767,36-45
1292,Emily,Brown,63,M,Nashville,Savings,5245.57,2022-09-25,2023-05-03,1,2023-12-31,242,1,462,60+
1293,Richard,Baker,32,M,Atlanta,Current,7036.18,2010-03-26,2023-01-22,1,2023-12-31,343,1,5028,26-35
1294,Ashley,Jackson,45,OTHER,Milwaukee,Current,2549.92,2011-06-13,2023-08-06,1,2023-12-31,147,1,4584,36-45
1295,Daniel,Sanchez,20,F,Nashville,Current,6126.83,2012-03-14,2023-02-10,1,2023-12-31,324,1,4309,<25
1296,Christopher,Hernandez,46,F,Detroit,Current,2675.51,2001-04-28,2023-12-31,1,2023-12-31,0,0,8282,46-60
1297,Emily,Flores,69,F,Sacramento,Savings,9867.94,2008-06-29,2023-02-14,1,2023-12-31,320,1,5663,60+
1298,Ashley,Roberts,62,M,Kansas City,Current,7350.66,2020-08-10,2023-09-18,1,2023-12-31,104,1,1238,60+
1299,Mark,Nelson,30,F,Las Vegas,Current,6066.32,2000-06-16,2023-01-12,1,2023-12-31,353,1,8598,26-35
1300,Ronald,Hernandez,67,M,Austin,Current,1806.07,2020-05-25,2023-08-21,1,2023-12-31,132,1,1315,60+
1301,Brian,Hall,39,M,Memphis,Current,5905.3,2019-04-19,2023-08-21,1,2023-12-31,132,1,1717,36-45
1302,Mark,Williams,69,F,Chicago,Current,8024.52,2019-06-25,2023-10-15,1,2023-12-31,77,0,1650,60+
1303,Ashley,Lopez,48,F,New York,Savings,7397.36,2021-12-24,2023-10-01,1,2023-12-31,91,1,737,46-60
1304,Jessica,Williams,24,F,Denver,Current,7802.45,2009-01-04,2023-07-21,1,2023-12-31,163,1,5474,<25
1305,Michelle,Adams,65,OTHER,Washington,Current,3246.22,2004-10-01,2023-11-16,1,2023-12-31,45,0,7030,60+
1306,Christopher,Clark,65,M,Columbus,Current,3349.81,2019-12-07,2023-03-28,1,2023-12-31,278,1,1485,60+
1307,Karen,Carter,43,OTHER,Columbus,Savings,5434.95,2016-09-06,2023-06-30,1,2023-12-31,184,1,2672,36-45
1308,James,Johnson,48,F,Indianapolis,Current,2858.71,2002-04-26,2023-06-19,1,2023-12-31,195,1,7919,46-60
1309,Susan,Carter,55,OTHER,Tucson,Savings,1218.83,2002-06-06,2023-08-17,1,2023-12-31,136,1,7878,46-60
1310,Timothy,Thomas,55,OTHER,San Jose,Savings,4665.11,2017-10-25,2023-03-23,1,2023-12-31,283,1,2258,46-60
1311,Stephanie,Johnson,21,F,Kansas City,Current,119.05,2011-02-05,2023-12-16,1,2023-12-31,15,0,4712,<25
1312,Mary,Robinson,52,F,Fort Worth,Current,7631.51,2008-07-23,2023-07-30,1,2023-12-31,154,1,5639,46-60
1313,Betty,Martin,50,M,Kansas City,Current,7521.9,2011-09-04,2023-06-15,1,2023-12-31,199,1,4501,46-60
1314,Ronald,Nguyen,20,M,Colorado Springs,Current,5563.97,2004-12-22,2023-01-28,1,2023-12-31,337,1,6948,<25
1315,Stephanie,Ramirez,36,OTHER,Tucson,Savings,7501.43,2008-09-15,2023-01-22,1,2023-12-31,343,1,5585,36-45
1316,Ashley,Harris,26,F,Tucson,Savings,6282.83,2013-09-29,2023-10-29,1,2023-12-31,63,0,3745,26-35
1317,Donna,Young,63,M,Memphis,Savings,7004.81,2008-01-22,2023-10-21,1,2023-12-31,71,0,5822,60+
1318,Patricia,Martinez,36,M,Phoenix,Savings,740.09,2016-12-01,2023-02-01,1,2023-12-31,333,1,2586,36-45
1319,James,Adams,36,OTHER,Philadelphia,Current,8824.53,2018-10-20,2023-11-07,1,2023-12-31,54,0,1898,36-45
1320,Linda,Flores,43,OTHER,Milwaukee,Current,6474.92,2010-10-11,2023-12-11,1,2023-12-31,20,0,4829,36-45
1321,Mark,Allen,30,OTHER,Indianapolis,Savings,6145.25,2016-12-24,2023-05-17,1,2023-12-31,228,1,2563,26-35
1322,Joshua,Gonzalez,39,F,Milwaukee,Savings,3933.69,2015-05-12,2023-10-20,1,2023-12-31,72,0,3155,36-45
1323,Michael,Green,65,M,Boston,Savings,378.54,2010-03-31,2023-03-06,1,2023-12-31,300,1,5023,60+
1324,Emily,Adams,25,M,Tucson,Savings,9024.47,2007-10-28,2023-12-15,1,2023-12-31,16,0,5908,<25
1325,Elizabeth,Campbell,41,M,San Jose,Current,9858.09,2010-09-01,2023-03-20,1,2023-12-31,286,1,4869,36-45
1326,Elizabeth,Torres,43,OTHER,Jacksonville,Savings,8097.09,2015-01-09,2023-11-12,1,2023-12-31,49,0,3278,36-45
1327,Christopher,Thomas,65,F,Las Vegas,Savings,9158.89,2013-11-30,2023-09-12,1,2023-12-31,110,1,3683,60+
1328,Melissa,Hall,58,OTHER,Jacksonville,Savings,1297.48,2020-06-23,2023-12-07,1,2023-12-31,24,0,1286,46-60
1329,Kimberly,Perez,58,OTHER,Milwaukee,Savings,1373.88,2016-08-09,2023-03-04,1,2023-12-31,302,1,2700,46-60
1330,Steven,Martin,20,F,San Jose,Current,8808.1,2003-05-22,2023-03-17,1,2023-12-31,289,1,7528,<25
1331,Daniel,Roberts,24,F,Chicago,Savings,669.31,2008-11-03,2023-10-09,1,2023-12-31,83,0,5536,<25
1332,Betty,Nelson,69,OTHER,Fresno,Savings,1022.71,2011-12-26,2023-10-28,1,2023-12-31,64,0,4388,60+
1333,Emily,Clark,67,F,Louisville,Savings,8186.79,2005-12-17,2023-12-17,1,2023-12-31,14,0,6588,60+
1334,Stephanie,Green,19,OTHER,Denver,Savings,5614.05,2015-01-03,2023-02-04,1,2023-12-31,330,1,3284,<25
1335,John,Thomas,50,M,El Paso,Savings,3978.1,2008-01-02,2023-03-19,1,2023-12-31,287,1,5842,46-60
1336,Mark,King,29,F,Albuquerque,Current,5579.14,2017-07-16,2023-09-20,1,2023-12-31,102,1,2359,26-35
1337,Linda,Young,65,M,San Jose,Savings,8799.6,2014-06-10,2023-02-22,1,2023-12-31,312,1,3491,60+
1338,James,Sanchez,29,F,Tucson,Savings,7595.61,2003-08-21,2023-10-24,1,2023-12-31,68,0,7437,26-35
1339,Michael,Harris,27,OTHER,Fresno,Savings,6946.91,2014-09-11,2023-01-04,1,2023-12-31,361,1,3398,26-35
1340,Nancy,Johnson,58,OTHER,Tucson,Savings,9771.17,2003-12-04,2023-01-02,1,2023-12-31,363,1,7332,46-60
1341,Daniel,Lopez,44,OTHER,Phoenix,Current,5260.94,2005-01-30,2023-10-18,1,2023-12-31,74,0,6909,36-45
1342,Linda,Flores,35,OTHER,Chicago,Current,162.61,2004-03-12,2023-12-27,1,2023-12-31,4,0,7233,26-35
1343,Timothy,Rodriguez,21,OTHER,San Antonio,Current,4347.43,2018-10-14,2023-05-21,1,2023-12-31,224,1,1904,<25
1344,Paul,Lopez,57,OTHER,Las Vegas,Savings,1056.06,2013-08-03,2023-04-25,1,2023-12-31,250,1,3802,46-60
1345,Michael,Sanchez,40,F,Washington,Current,1252.89,2004-02-04,2023-04-25,1,2023-12-31,250,1,7270,36-45
1346,Steven,Rodriguez,38,F,El Paso,Savings,2623.52,2022-09-02,2023-09-20,1,2023-12-31,102,1,485,36-45
1347,Betty,Martinez,53,M,Baltimore,Current,3875.54,2005-04-12,2023-05-04,1,2023-12-31,241,1,6837,46-60
1348,Timothy,Young,47,F,Seattle,Current,4867.84,2016-02-19,2023-09-07,1,2023-12-31,115,1,2872,46-60
1349,Linda,King,65,F,Albuquerque,Current,1781.22,2021-02-23,2023-10-22,1,2023-12-31,70,0,1041,60+
1350,Kimberly,Mitchell,38,M,San Antonio,Current,3186.03,2005-02-10,2023-04-01,1,2023-12-31,274,1,6898,36-45
1351,Andrew,Martin,40,M,Tucson,Savings,2837.74,2022-04-09,2023-02-18,1,2023-12-31,316,1,631,36-45
1352,Emily,Hill,38,OTHER,Phoenix,Current,3715.95,2010-09-10,2023-09-30,1,2023-12-31,92,1,4860,36-45
1353,Nancy,Johnson,25,M,Louisville,Current,1169.11,2015-02-20,2023-06-02,1,2023-12-31,212,1,3236,<25
1354,Susan,Smith,56,M,San Diego,Savings,4033.68,2013-11-28,2023-08-10,1,2023-12-31,143,1,3685,46-60
1355,Emily,Scott,30,F,Charlotte,Current,5588.07,2010-05-01,2023-05-22,1,2023-12-31,223,1,4992,26-35
1356,Melissa,White,57,OTHER,Houston,Current,1059.79,2001-04-13,2023-08-09,1,2023-12-31,144,1,8297,46-60
1357,Kevin,Clark,39,M,Fresno,Current,5255.63,2022-05-10,2023-09-18,1,2023-12-31,104,1,600,36-45
1358,Jessica,Johnson,24,OTHER,Phoenix,Savings,7583.54,2012-08-22,2023-07-18,1,2023-12-31,166,1,4148,<25
1359,Patricia,Walker,41,OTHER,Tucson,Savings,181.57,2004-08-12,2023-03-24,1,2023-12-31,282,1,7080,36-45
1360,Paul,Wilson,22,M,Phoenix,Current,570.53,2000-10-11,2023-08-01,1,2023-12-31,152,1,8481,<25
1361,Charles,Johnson,67,M,Kansas City,Current,4718.1,2013-07-03,2023-11-03,1,2023-12-31,58,0,3833,60+
1362,Susan,Lewis,43,M,Fresno,Savings,8740.5,2015-02-02,2023-08-01,1,2023-12-31,152,1,3254,36-45
1363,Donald,Anderson,68,M,Detroit,Savings,9978.11,2006-10-20,2023-09-30,1,2023-12-31,92,1,6281,60+
1364,Deborah,Lopez,27,OTHER,New York,Current,1024.6,2003-03-08,2023-05-06,1,2023-12-31,239,1,7603,26-35
1365,Karen,Torres,28,F,Houston,Savings,281.59,2004-04-20,2023-03-02,1,2023-12-31,304,1,7194,26-35
1366,John,Ramirez,57,OTHER,Colorado Springs,Current,2364.82,2010-12-23,2023-12-13,1,2023-12-31,18,0,4756,46-60
1367,Elizabeth,Martin,55,OTHER,Detroit,Savings,4727.96,2021-07-12,2023-01-31,1,2023-12-31,334,1,902,46-60
1368,John,Hill,28,OTHER,Tucson,Savings,5760.78,2012-12-25,2023-01-15,1,2023-12-31,350,1,4023,26-35
1369,Steven,White,65,M,Tucson,Current,9737.5,2001-01-24,2023-12-26,1,2023-12-31,5,0,8376,60+
1370,Daniel,Lee,47,M,San Diego,Current,8895.79,2001-07-10,2023-02-09,1,2023-12-31,325,1,8209,46-60
1371,Charles,Martinez,21,F,Oklahoma City,Current,5664.78,2017-12-06,2023-11-17,1,2023-12-31,44,0,2216,<25
1372,Christopher,Rivera,19,F,Indianapolis,Savings,3680.97,2005-06-23,2023-10-03,1,2023-12-31,89,0,6765,<25
1373,Deborah,Wilson,30,F,Nashville,Current,3280.84,2021-03-29,2023-08-21,1,2023-12-31,132,1,1007,26-35
1374,Christopher,Torres,56,OTHER,Detroit,Current,5768.98,2006-11-09,2023-11-17,1,2023-12-31,44,0,6261,46-60
1375,Margaret,Moore,34,F,El Paso,Savings,7241.39,2009-08-26,2023-10-15,1,2023-12-31,77,0,5240,26-35
1376,Mark,White,40,OTHER,Seattle,Savings,4868.49,2016-10-25,2023-08-28,1,2023-12-31,125,1,2623,36-45
1377,Karen,Wilson,62,M,Milwaukee,Current,3113.55,2014-08-03,2023-05-30,1,2023-12-31,215,1,3437,60+
1378,Mary,King,27,OTHER,Fort Worth,Savings,6170.34,2003-06-30,2023-03-03,1,2023-12-31,303,1,7489,26-35
1379,James,Lopez,30,M,New York,Current,5623.63,2020-01-23,2023-08-09,1,2023-12-31,144,1,1438,26-35
1380,Timothy,Perez,59,M,Dallas,Savings,4330.95,2008-12-10,2023-09-08,1,2023-12-31,114,1,5499,46-60
1381,Robert,Garcia,56,F,Chicago,Savings,7508.72,2017-03-19,2023-01-11,1,2023-12-31,354,1,2478,46-60
1382,Sarah,Scott,59,M,Detroit,Savings,2893.99,2011-07-27,2023-02-07,1,2023-12-31,327,1,4540,46-60
1383,William,Hall,46,F,Dallas,Savings,4900.76,2005-07-28,2023-03-06,1,2023-12-31,300,1,6730,46-60
1384,Carol,Scott,33,F,Indianapolis,Current,9409.36,2015-11-28,2023-07-10,1,2023-12-31,174,1,2955,26-35
1385,Mary,Perez,20,F,Las Vegas,Savings,7256.0,2003-09-14,2023-02-07,1,2023-12-31,327,1,7413,<25
1386,Michael,Wilson,53,OTHER,Columbus,Current,3940.92,2015-06-12,2023-09-12,1,2023-12-31,110,1,3124,46-60
1387,Daniel,Thomas,21,F,Chicago,Savings,5507.16,2008-01-26,2023-09-26,1,2023-12-31,96,1,5818,<25
1388,Barbara,Scott,53,F,Fresno,Current,4114.27,2011-06-12,2023-09-01,1,2023-12-31,121,1,4585,46-60
1389,Sarah,Harris,33,M,Tucson,Current,1214.23,2013-08-04,2023-10-07,1,2023-12-31,85,0,3801,26-35
1390,Robert,Young,58,OTHER,Las Vegas,Savings,3415.88,2016-10-28,2023-10-19,1,2023-12-31,73,0,2620,46-60
1391,Paul,Allen,23,F,Dallas,Current,8618.39,2000-04-30,2023-05-28,1,2023-12-31,217,1,8645,<25
1392,Donna,Hall,59,F,San Jose,Current,4665.9,2004-01-20,2023-02-12,1,2023-12-31,322,1,7285,46-60
1393,Ashley,Scott,45,F,Los Angeles,Current,5887.91,2022-06-14,2023-04-19,1,2023-12-31,256,1,565,36-45
1394,David,Martin,53,M,San Antonio,Current,1896.32,2021-05-18,2023-04-09,1,2023-12-31,266,1,957,46-60
1395,Kimberly,Moore,40,M,Nashville,Current,3626.69,2012-01-25,2023-02-12,1,2023-12-31,322,1,4358,36-45
1396,Amanda,Nguyen,29,M,Denver,Current,9299.13,2021-11-06,2023-12-06,1,2023-12-31,25,0,785,26-35
1397,Andrew,Williams,59,F,Boston,Savings,3211.03,2001-05-14,2023-04-14,1,2023-12-31,261,1,8266,46-60
1398,Lisa,Thompson,48,F,Washington,Current,2580.55,2019-04-23,2023-07-12,1,2023-12-31,172,1,1713,46-60
1399,Amanda,Young,29,F,Austin,Current,653.41,2016-07-04,2023-04-25,1,2023-12-31,250,1,2736,26-35
1400,Nancy,Hall,49,F,Tucson,Current,1062.59,2011-08-11,2023-02-15,1,2023-12-31,319,1,4525,46-60
1401,Thomas,Thomas,42,F,Albuquerque,Savings,5889.41,2012-04-23,2023-03-03,1,2023-12-31,303,1,4269,36-45
1402,Elizabeth,Jones,68,M,Nashville,Savings,6634.32,2008-02-22,2023-04-24,1,2023-12-31,251,1,5791,60+
1403,Ashley,Brown,46,F,Colorado Springs,Savings,6451.65,2015-07-21,2023-07-17,1,2023-12-31,167,1,3085,46-60
1404,Melissa,Lee,36,OTHER,Oklahoma City,Current,5444.31,2002-01-24,2023-09-09,1,2023-12-31,113,1,8011,36-45
1405,Daniel,Flores,39,F,San Diego,Savings,4960.62,2014-07-28,2023-04-15,1,2023-12-31,260,1,3443,36-45
1406,Emily,Wilson,41,M,Atlanta,Savings,814.2,2016-09-03,2023-01-29,1,2023-12-31,336,1,2675,36-45
1407,Thomas,Hill,50,F,Dallas,Savings,8422.88,2006-05-03,2023-06-18,1,2023-12-31,196,1,6451,46-60
1408,Stephanie,Walker,53,OTHER,Boston,Current,5179.5,2021-07-29,2023-01-15,1,2023-12-31,350,1,885,46-60
1409,Thomas,Wilson,62,F,Boston,Savings,1405.96,2006-04-16,2023-05-02,1,2023-12-31,243,1,6468,60+
1410,Susan,Garcia,57,OTHER,Tucson,Savings,1444.91,2012-05-31,2023-12-23,1,2023-12-31,8,0,4231,46-60
1411,David,Lopez,63,OTHER,Los Angeles,Current,5178.27,2010-01-27,2023-01-19,1,2023-12-31,346,1,5086,60+
1412,Michelle,Thomas,33,M,Denver,Current,2521.31,2001-01-21,2023-12-03,1,2023-12-31,28,0,8379,26-35
1413,Mary,Taylor,19,OTHER,Oklahoma City,Savings,9227.45,2004-01-25,2023-04-06,1,2023-12-31,269,1,7280,<25
1414,Brian,Hall,25,F,Memphis,Current,5039.59,2006-12-18,2023-10-11,1,2023-12-31,81,0,6222,<25
1415,Matthew,Thompson,30,OTHER,Philadelphia,Savings,9786.34,2012-11-24,2023-07-05,1,2023-12-31,179,1,4054,26-35
1416,Joshua,Wilson,47,F,San Francisco,Current,7368.17,2019-07-08,2023-02-22,1,2023-12-31,312,1,1637,46-60
1417,David,Miller,18,F,Boston,Savings,8125.92,2016-09-28,2023-10-25,1,2023-12-31,67,0,2650,<25
1418,Lisa,Rivera,29,F,Kansas City,Current,3949.9,2022-10-20,2023-11-25,1,2023-12-31,36,0,437,26-35
